Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
1.4469822747607557,-0.17773773408971208,1.3686349371113,-0.8235381971575544,-1.1426793753615891,-0.09794453365910934,0.013157851548652543,0.3850303803729948,-0.034207968461821,-0.17581643642284867,-0.1768603831810934,-0.18615866495146924,-0.48122809182922616,-0.14493066648824668,-0.6272345998046014,-0.060950541730428645,0.7308981322153825,-0.05275456294473396,-0.124557096388616,0.46037819370005734,-0.3294680131473873,-0.031602125753010815,0.6773231486848206,0.5218428433742514,-0.08949714785545455,-0.15278412215596535,0.8385684555348195,-0.16867198997567162,-0.23174433226297386,-0.15705414301279408,-0.651303053994447,-0.2504100711427691,-0.25037943610631397,-0.10555494102095468,-1.0604122444965214,-0.7617356431288497,-0.34267769712432283,-0.09109787215510287,0.05131654137154647,-0.8301766050904689,3.467391223158347,-0.5704623394947733,-0.020553936093626834,-0.5121658170520057,0.02314440042841018
-0.8894577940340352,-0.17776278978743562,-0.5564314894860057,-0.8235381971575544,-1.3717295847363955,-0.00010792229285032076,-0.20809234349627112,0.3850303803729948,-0.030568772734138893,-0.17493004813564686,-0.17301115785519383,-0.18608809025831058,-0.3034678724107264,-0.14287111576615513,-0.6272345998046014,-0.06095219745894527,-0.15355645202514615,0.09251478743067616,0.1889913334998775,1.1603116447471562,0.008184494182077139,-0.031538608507578246,0.7485102080268529,0.005996330480660978,0.05839019787743871,-0.1695568327472055,1.455744230338442,-0.16502838544439566,-0.4564697464423054,-0.05066802252601745,-0.2873440009068766,-0.5392859146273116,-0.5392519176475413,0.6075305429481366,0.27359980658527344,0.2525206126721532,1.501156949258326,-0.04994605188785919,0.1640131612682332,-0.038430273971887335,-0.5046660940754669,0.4168437653022205,-0.6642299075900601,1.4674295937377464,0.038783661250272994
0.13067801065101434,0.21555739910573904,-0.4118872526766517,-0.8235381971575544,-0.9708917183304844,-0.0756026889026677,-0.3428937868349001,0.3850303803729948,-0.033782105131985866,0.10876299578473773,0.23545899433674078,0.18396517557984648,0.8679263940137456,0.1748994468340699,-0.6272345998046014,-0.060952062481077054,-0.03819281060246849,-0.0931903615028378,-0.6541055557558495,1.3743408818442027,0.6169821967912632,-0.031575681656108925,0.16645131105376582,-0.19102102351976571,-0.13066166677079596,-0.14947796285673048,1.0355161027832642,0.29061394962464177,-0.32986387929902006,0.02065228171092779,0.12519601987947215,-0.8392723674766441,-0.8392348792480469,2.019634574176762,1.9972738914026262,2.265392161847809,1.185477445617961,-0.3211642662916618,-1.01661809479229,-1.2076595746946825,-0.222170638323924,0.7745600151302384,1.5032609642737331,0.9401486529791374,0.03038107310172534
1.0191833889250896,0.2306694135074583,-0.453498472364193,-0.8235381971575544,-0.6845789566119771,-0.05356431266898245,-0.16999628342231074,0.3850303803729948,-0.03354981604298488,0.1437306071147169,0.2460616385719283,0.1936356929070988,0.07028438380252926,0.08760577720474406,-0.6272345998046014,-0.060952080478126155,-0.045883720030647,-0.18304769163195747,0.5234429920476039,1.3940084333612286,0.1309672241200642,-0.0316519124096674,0.37320784370158,-0.1818410034408928,-0.10931710140728561,-0.14512350914554314,1.1298754212421291,0.29061394962464177,-0.28871697247745237,0.05155774688027072,0.6794968972294698,-0.8003852346998788,-0.8003481990405739,1.762642461213698,2.177359243547722,2.4837640603387725,1.271434280741512,-0.3437657841586453,0.4895811743031047,-0.5281902294070978,-0.1451264231189579,0.8025572119149669,1.5901882658906148,1.2148788795437742,0.03246022208887656
-0.8894577940340352,-0.1774490001414716,0.7619871553508293,-0.8235381971575544,1.4341354801049795,-0.08818925093028714,-0.3795246138290928,0.3850303803729948,-0.03277551907964826,-0.1716447190711558,-0.17659794693801117,-0.1847819969612935,2.2307547428889096,-0.13534874326451812,-0.6272345998046014,-0.06095176552976702,-0.38428373487050144,-0.23546446754061062,2.3350561425144556,0.3065085259492075,1.481577253437922,-0.031621232339508615,-0.31929568210363074,-0.2556342417672175,-0.045283405316754496,-0.05738933066828678,0.04474325896518231,-0.1657475179176738,0.004059095291395229,0.05928411317260645,-0.8097885059953802,-0.8170511487470639,-0.8170139191294908,1.8519134057166566,0.5584734995256008,0.025726657490078433,0.04836536970535256,0.333640086250852,-1.4602492334332131,1.5605488690695515,-0.5389079674998963,0.037840390646144605,-0.7320125058746523,-0.17355859485985367,0.02898146332516218
-0.8894577940340352,-0.17753788193234352,-0.5498612969037624,-0.8235381971575544,-1.1426793753615891,-0.10721262638112808,-0.20223141117720028,0.3850303803729948,0.03505289490863966,-0.17197813117918584,-0.1745899005886636,-0.18540523241639717,-0.30802582675479057,-0.14269326339916358,-0.6272345998046014,-0.060952251450092546,-0.03819281060246849,2.2790431539059215,0.056604218658069166,0.35683431953689154,-0.12994607699815827,-0.031605160229895374,0.3603837043348168,0.44240036192246635,2.2782249956825167,-0.11948061506855093,0.3261754122756341,-0.16769013443882252,-0.03075751817300836,0.1086139902698269,-0.6688240587382688,-0.37818207883785515,-0.3781499567880107,0.16712721673353845,0.7429511773327726,0.3632105006124761,0.9179216630502885,-0.018175993754080536,-0.5586762742597231,1.1288632166503736,-0.5988312459926478,-0.21899339804020715,0.2935226834387968,1.0451316782002849,0.04476952169045038
-0.8894577940340352,-0.17064947720372292,0.2801730326529827,-0.8235381971575544,0.4034095379183524,-0.08264151826022212,-0.26963213284651477,0.3850303803729948,-0.034711261487989815,-0.16121949169324107,-0.16784452596557967,-0.17748308466726428,0.5260798182089386,-0.1275569336869215,-0.6272345998046014,-0.06095190050763522,-0.1727837255955924,-0.20700964633305605,1.0529914514148377,0.6460630183166843,0.36630078983453956,-0.031665721235416465,-0.018059265549663462,-0.24786653246970963,-0.11541554865400286,-0.10117578187522631,0.5159912505707928,-0.1542893405101086,-0.013349211440806565,0.054529426223476764,0.7503773255112943,-0.7503874925583233,-0.7503510387738229,1.479139582913391,0.5132952927156806,0.36561680252422224,0.3737301505427371,0.6140268409214499,0.25703259356391006,0.3293736451296541,-0.38481953708996397,0.31387886803607057,1.272489675457488,0.16652726149034267,0.029705733085614316
-0.8894577940340352,-0.17882468981858718,-0.4009369317062461,-0.8235381971575544,-0.2264785378623644,-0.07860620709275909,-0.26084073436790856,0.3850303803729948,-0.034362827854488326,-0.17675805727194657,-0.17838900382359987,-0.1869714737541072,-0.2077508311853805,-0.14295839904065114,-0.6272345998046014,-0.06095190050763522,-0.26892009344782375,-0.0931903615028378,0.20292681927269945,-0.25112440529823316,-0.048090923706166876,-0.03154863960519847,-0.35829153446378803,-0.37144372583915286,-0.13066166677079596,-0.1503649812053057,-0.13245476348954666,-0.16721454816316125,-0.5055295199603286,-0.13268637239850445,-0.3661885222540746,-0.4448457350265957,-0.44481283714367853,0.3278149168388647,0.3645836952996952,0.007679393151982256,-0.1465508338846714,-0.30026852335803544,0.2024731188520223,1.0204578510204454,-0.17080782818728,0.20073317193911014,0.6593417444098404,-0.15699789228975716,0.029873518291022815
-0.8894577940340352,-0.17914421590060894,-0.23230198876199976,-0.8235381971575544,0.632459747293158,-0.07400988925079512,-0.19637047885812944,0.3850303803729948,0.033310726741132266,-0.1770203794129425,-0.17425575331557489,-0.18724921932073155,0.3300877814141825,-0.1382744953534254,-0.6272345998046014,-0.06095215246632253,-0.03819281060246849,3.248004697131595,0.8091204503904537,1.5264751774023737,0.18212669492755887,-0.0315545744384423,0.9207200795233866,-0.011657554286402345,3.2494027197222386,-0.19052272098625575,0.7431119356985258,-0.16579546008255902,-0.7033511873717121,-0.16121449409328253,1.332552528590099,-0.6726132270047926,-0.6725776783588772,1.0966271116188941,-0.23716492040465165,-0.4910266780574076,1.6394748142282651,-0.1482413324225707,0.409083588662614,-0.3675179910627402,-0.8470848283197612,0.5216597169012452,-2.0131553558948845,1.638359702407671,0.030558352138125397
-0.8894577940340352,-0.1782271773639274,0.4203371410741744,-0.8235381971575544,-0.11195343317496188,-0.09497710361767006,0.38679228688941764,0.3850303803729948,-0.036337285110996716,-0.1726042953820715,-0.178087171204493,-0.17482653507953577,-0.3855110506038801,-0.1422907805652966,-0.6272345998046014,-0.06095092866698415,-0.417354645411669,-0.24744544489115988,-0.11062161061579405,-1.0459248695451038,-0.37039558979338294,-0.0316656485867986,-0.882772662851408,-0.5063194054595167,-0.2876966833737651,0.046956282336832425,-1.1704072665370613,-0.15601180661010441,-0.4881212132281268,-0.1808275777584425,-0.050810436865282915,2.132815637604706,2.132818536608813,-1.677805636327616,-1.3365012861126973,-1.395194621396024,-0.6789384148083548,-0.09195075962178148,0.43412728197298883,0.44165063096065105,1.0618996150921798,-0.4897100942231185,-0.9627837946908976,-0.8090755559873077,0.0280762630548517
